,index,아이디,조사 시작시간,조사 종료시간,병원 코드,진료과 코드,의사 코드,병동 코드,NPS,VOC,label
488,606,R0002025030700150667,2025-03-08 10:01:02,2025-03-08 10:29:04,38100509,1300,1715129425880905,,7,환자 입장에서 배려해주실때가 너무고맙고감사했다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
489,607,R0002025030734386939,2025-03-08 10:25:00,2025-03-08 10:29:58,35100061,0107,3510006101070001,,10,넘 좋아서 개선 점은 없습니다 현재 상태만 유지 해도 대만족입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
490,608,R0002025030800153170,2025-03-08 10:24:44,2025-03-08 10:30:29,38100509,2300,1715128255759159,,9,유휴부지 공원화,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
491,608,R0002025030800153170,2025-03-08 10:24:44,2025-03-08 10:30:29,38100509,2300,1715128255759159,,9,주차친절,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
492,609,R0002025030802930043,2025-03-08 10:28:23,2025-03-08 10:30:47,11100184,1000,1732173725583537,,10,담당의 바뀐후 진료 서비스 상승했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
493,611,R0002025030734502076,2025-03-08 10:22:31,2025-03-08 10:31:29,35100061,0403,3510006104030003,,9,박원철교수님 고맙고 감사하신분덕분에 어렵지않고 맘 편안히게 진료받을수있었습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
494,612,R0002025030800152377,2025-03-08 10:23:42,2025-03-08 10:31:29,38100509,0111,1715128851591639,,10,변정희 교수님께선 저희 아이 생명의 은인이십니다 진료때마다 따뜻하게 대해 주시고 보호자의 마음까지 헤아려 주셔서 진료받을때마다 감동 받아요 환자를 위해 헌신해 주시는 모습 매번 확인하는 듯 해요 다른 병원도 가 보지만 변정희 교수님처럼 해주시는 의사는 없는 듯 해요 정말 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
495,614,R0002025030618084100,2025-03-08 10:25:18,2025-03-08 10:31:41,31100651,0101,1719360697413223,171936145025,6,앞에기재했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
496,614,R0002025030618084100,2025-03-08 10:25:18,2025-03-08 10:31:41,31100651,0101,1719360697413223,171936145025,6,오전에 병실 청소해주시는 미화원 분 그냥 밀대로 바닥 쓸어버리시면서 병원 내에서 신는 슬리퍼도 그냥 막 쓸어서 침대 밑으로 들어가고 링겔 꽂은 상태아픈 상태에서 침대 밑으로 들어간 슬리퍼 꺼내느라 기분 안 좋았고 간호조무사 분들 상주해 있는 병동이었는데 하 적어도 10시 이후에는 병실에 들어오면 목소리를 조용히 해주셨으면 좋았을 거 같아요 별 중요한 말도 아니었는데 밤에 환자상태가 뭐 좋어졌다느니굳이 큰소리로 말해야하나 싶기도 하고 병실 지정해주실 때 어떻게 지정해주시는지 모르겠는데 좀 그래도 비슷한 나이대로 맞춰서 지정해주셨으면 좋겠어요 입원 몇 차례했는데 할머니들 때문에 시끄러워서 병실에서 제대로 잠도 못 자고 스트레스만 받고 나왔네요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
497,615,R0002025030733789232,2025-03-08 10:02:10,2025-03-08 10:31:50,35100061,0103,3510006101030001,,10,호흡기1내과 김학열교수님을 친절를추천드림니다 그리고 51병동간호사중에 수호천사같은간호사님을친절과환자대하는모습이천사같은이러한간호사가지금도이렇게자기소임다하는천사가있그나 진심으로감사드림니다 추천천사는김은주이슬아간호사입니다 51병동간호사수고많으셨습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
499,616,R0002025030802698462,2025-03-08 10:29:08,2025-03-08 10:31:52,11100184,1000,1732173725993768,,8,셔틀버스가 자주와서 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
500,619,R0002025030802227768,2025-03-08 10:24:26,2025-03-08 10:32:32,11100184,0105,1732174060783992,,7,오랜기간동안 다닌병원이라서 가끔가는 친정집가는 느낌처럼 편안새요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
502,620,R000202503059011740000,2025-03-06 21:24:45,2025-03-08 10:33:03,36400017,001202,,,9,구강외과는 일단 어수선하고 접수부터 말을 짜르고 서류발급 관련해서 불충분한 안내로 몇 번을 찾아가게 만드는데 이런 부분 종합해서 원장님께 실태를 자세히 설명드리고 시정조치를 당부드리려고 합니다 개선이 시급해 보입니다 젊은 저같은 사람에게도 이러는데 연세 있으신 분들께 대하는 태도는 참혹했습니다 누구 때문에 월급받고 다니는지 잠깐만 고민해 보면 본인이 어떻게 행동해야할지 잘 알텐데요 그리고 전화 좀 잘 받고 사람이 말할 때 짜르지 말고 모니터만 보지말곶사람 쳐다보고 이야기하고 환자가 수고하시라고 인사하면 대꾸나 좀 하세요 기본교육이 필요해보입니디,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
503,620,R000202503059011740000,2025-03-06 21:24:45,2025-03-08 10:33:03,36400017,001202,,,9,오지수 교수님은 차분하고 전문적으로 설명 잘 해주시고따뜻하고 노련하신 손미경 교수님과 임플란트 접수 담당하시는 수간호사로 보이시는 선생님은 몹시 친절하셔서 임플란트 고민 중이신 직장동료들에게 적극 홍보중인데 구강외과는 접수부터 기분을 불쾌하게 만드는 말투 때문에 조만간 원장님께 서신을 한 번 보내드리려고 계획중입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
504,622,R0002025030800153012,2025-03-08 10:28:03,2025-03-08 10:33:34,38100509,9904,1715129005687724,,8,대기시간,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
506,623,R0002025030803114335,2025-03-08 10:29:45,2025-03-08 10:33:41,11100184,0400,1732174245651519,,9,문소현 교수님도 너무 좋으시고 담담간호사님도 친절하시고 최고에요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
508,624,R0002025030800153263,2025-03-08 10:17:14,2025-03-08 10:34:50,38100509,0425,1715234313921780,,10,이재혁교수님에 환자를 생각하는 마음에 깊은 존경을 표합니다 정말 감사드립니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
510,626,R0002025030802670721,2025-03-08 10:28:52,2025-03-08 10:35:12,11100184,1000,1732173725993768,,10,집근처라서 이용이 편함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
511,629,R0002025030800152322,2025-03-08 10:33:39,2025-03-08 10:35:45,38100509,1106,1715133803396918,,10,화장실 변기 노후,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
513,630,R0002025030801880880,2025-03-08 10:23:51,2025-03-08 10:36:01,11100184,0200,1732173966465319,,10,모는게 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
514,631,R0002025030800152893,2025-03-08 10:27:10,2025-03-08 10:36:09,38100509,0105,1715129098375147,,10,병원을 이용하는데 대체적으로 교통도 편리하고 병원 시설도 깨끗하고 병원에 종사하시는 분들이 친절해서 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
516,632,R0002025030700151834,2025-03-08 10:15:44,2025-03-08 10:36:16,38100509,1400,1715129717204312,,7,병원이 전체적으로 깨끗한 상태를 유지하고 있어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
517,632,R0002025030700151834,2025-03-08 10:15:44,2025-03-08 10:36:16,38100509,1400,1715129717204312,,7,진료시간이 너무 짧고 타이트해서 궁금한 사항을 다 물어보지 했습니다 진료나 치료에 시간이 좀더 길었으면 좋겠네요 선택진료비도 약간 부담이 되서 좀더 내렸으면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
518,633,R0002025030734845363,2025-03-08 10:28:36,2025-03-08 10:36:29,35100061,0421,3510006104210001,351000610004,10,이름 생긱이 안나요 중환자실에 담당해주신분,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
520,634,R0002025030801867535,2025-03-08 10:31:48,2025-03-08 10:36:41,11100184,0600,1732174026910830,,6,주차시설부족,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
521,636,R4afc0c242cc0421e824,2025-03-08 10:31:17,2025-03-08 10:37:15,21100021,1200,2110002112000008,,9,대기실 의자수를 좀더 늘려주면 좋겠음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
522,636,R4afc0c242cc0421e824,2025-03-08 10:31:17,2025-03-08 10:37:15,21100021,1200,2110002112000008,,9,본인은 의사에 대한 신뢰도가 높다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
523,637,Rcc2e89347fff48498b6,2025-03-08 10:30:22,2025-03-08 10:38:23,21100641,0109,2110064101090001,,10,류마치스박민영과장님 친절하게 잘해주셔서감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
525,638,R0002025030802712982,2025-03-08 10:34:22,2025-03-08 10:38:25,11100184,1000,1732173725993768,,9,순환버스가 있어서 좋았고순환버스를 운행하시는 기사님들도 친절하게 대해주셔서 고마웠어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
527,640,R0002025030800152142,2025-03-08 10:29:18,2025-03-08 10:38:29,38100509,0102,1715134162224015,171513008052,10,다 친절하시고 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
528,643,R0002025030800153334,2025-03-08 10:25:03,2025-03-08 10:39:16,38100509,1200,1715129230352148,,10,안과 치료 후 안대 테이프 를 너무 성의 없이 붙쳐주네요 외관상 보기가 좀 그래요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
529,643,R0002025030800153334,2025-03-08 10:25:03,2025-03-08 10:39:16,38100509,1200,1715129230352148,,10,전반 적으로 만족 합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,648,R810dc11b0c1c46a8abd,2025-03-08 10:31:18,2025-03-08 10:40:10,33100161,1100,3310016111000002,,10,소아청소년과라는 특징 때문인지 갈때 마다 의사간호사님들이 친절하셔서 편안합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
531,648,R810dc11b0c1c46a8abd,2025-03-08 10:31:18,2025-03-08 10:40:10,33100161,1100,3310016111000002,,10,출입구가 너무 불편한 구조 같다는 생각을 합니다 특히 입구는 불필요하게 에스코스로 돌아서 들어와야 합니다 나름 이유가 있을 수 있으나 고객 입장에서는 앞사람이 막고 있으면 에스코스를 가로지를수도 없고 지체됩니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
532,651,R4ca5b63ab6fd4ceaa17,2025-03-08 10:30:10,2025-03-08 10:40:53,37366491,,,,10,원장님과 모든 직원들이 항상 친절하시고 시설과 환경이 너무 쾌적합니다 특히 원장님이 환자의 고통에 동감해주시고 병의 원인에 대한 자상한 설명이 가장 감동이었어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
533,652,R0002025030800152852,2025-03-08 10:31:22,2025-03-08 10:41:10,38100509,0425,1715128379263754,,8,검사 과정에서 너무 오래기다려서 짜증나고 폭팔 할 꺼 같습니다 안과에서 정밀 검사실에서 호출 당하면 무섭습니다 본관7층 안과 얘기입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
534,655,R0002025030803115045,2025-03-08 10:39:33,2025-03-08 10:42:52,11100184,1100,1732173809699945,,10,의사선생님이 친절하시고 성심성의껏 도와주셨다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
535,656,R0002025030611138349,2025-03-08 10:19:37,2025-03-08 10:44:13,31100511,0112,3110051101120001,,8,담당의사 선생님께서 환자가 이해하기쉽게 자세히설명주셔서 좋았고 다른직원들도비교적 친절했으나 병원본관과 암센타를 오갈때 조금불편 했습니다 그외모든면에서 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
536,657,R0002025030611533759,2025-03-08 10:32:10,2025-03-08 10:44:34,31100511,0111,3110051101110003,,9,담당의사 는 매우 친절하고마음편하게 하여주시나 대기시간이길고 따라서 대기장소가 너무나도 협소하여 불편함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
537,662,R0002025030800153468,2025-03-08 10:39:33,2025-03-08 10:46:10,38100509,9600,1715129688506290,,10,현재로선 없음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
538,662,R0002025030800153468,2025-03-08 10:39:33,2025-03-08 10:46:10,38100509,9600,1715129688506290,,10,거리도 멀지않고 가까워서 내원하기 쉬웠고 모든 의사나 병원 관계자 분들이 친절하게 해주셔서 좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
539,663,R0002025030802429081,2025-03-08 10:40:42,2025-03-08 10:46:38,11100184,2100,1732174286499044,,10,한양대학교병원 의료진 외 모든 분들이 친절하시고 적법하게 잘 처리해 주셨습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
542,668,R0002025030733152130,2025-03-08 10:34:16,2025-03-08 10:48:18,35100061,2300,3510006123000004,,10,강호사선생님들께서 너무친절해요친찬하고싶습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
543,669,R0002025030800153188,2025-03-08 10:43:51,2025-03-08 10:49:06,38100509,0106,1715820129619296,,10,예약 주차,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
544,671,R0002025030800152501,2025-03-08 09:13:16,2025-03-08 10:49:18,38100509,1103,1715133734969182,,10,상급 병원임에도 친절하셔서 놀랬습니다 이재우교수님 친절하고 세세하게 진료봐주셔서 감사했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
545,671,R0002025030800152501,2025-03-08 09:13:16,2025-03-08 10:49:18,38100509,1103,1715133734969182,,10,주차 차간 폭이 엄청좁음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
546,672,R0002025030800152892,2025-03-08 10:45:01,2025-03-08 10:50:13,38100509,9904,1715129005687724,,8,예약을 하고 가도 대기시간이 너무 길다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
547,673,2025030510516865,2025-03-08 10:44:47,2025-03-08 10:51:49,31100881,0500,1729230190299735,,9,직원들의 예의바른 것에 감동 받었슴,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
548,674,R0002025030801707604,2025-03-08 10:41:11,2025-03-08 10:51:54,11100184,2500,1732174447782391,,7,음급실에서 대기시간이너무길어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
549,674,R0002025030801707604,2025-03-08 10:41:11,2025-03-08 10:51:54,11100184,2500,1732174447782391,,7,살고있는집하고 거리가가깝우서요 같은동래고요 예전부터 가족이다녀고요 그냥 편안합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
550,676,R0002025030802481680,2025-03-08 10:49:15,2025-03-08 10:52:47,11100184,0101,1732173909278398,,10,잘하고 있어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
551,676,R0002025030802481680,2025-03-08 10:49:15,2025-03-08 10:52:47,11100184,0101,1732173909278398,,10,잘하고 있어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
552,678,R0002025030803073210,2025-03-08 10:49:32,2025-03-08 10:53:15,11100184,2100,1732174286499044,,8,주차장 폭,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
553,678,R0002025030803073210,2025-03-08 10:49:32,2025-03-08 10:53:15,11100184,2100,1732174286499044,,8,담당의사의 친절,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
554,680,R0002025030803120887,2025-03-08 10:48:40,2025-03-08 10:54:39,11100184,,,,10,친절하고 정성껏 치료해주셨습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
555,681,R1134791261,2025-03-08 10:51:02,2025-03-08 10:55:06,34100016,0200,1725347139347300,,10,편리했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
557,683,R0002025030802573957,2025-03-08 10:44:52,2025-03-08 10:55:18,11100184,1000,1732173725956790,,10,입원중에 간호사 선생님이 친절하셔서 편하게 치료받을 수 있어서 좋았습니다 특별히 야간에 근무하셨던 간호사 선생님께 감사하다고 전하고 싶네요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
558,683,R0002025030802573957,2025-03-08 10:44:52,2025-03-08 10:55:18,11100184,1000,1732173725956790,,10,1 병원내에 환자 보호자가 이용할 수 있는 식당이 별로 없는것 같아 아쉬웠다 2병원 환자식타병원에 비해 맛이 없음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
559,684,R0002025030658321033,2025-03-08 10:50:29,2025-03-08 10:55:29,21100632,0200,2110063202000001,,5,의사 선생님이 조금 더 환자한테 친절했으면 좋겠습니다 너무 불편하게 말해요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
560,686,R0002025030415179329,2025-03-08 10:51:02,2025-03-08 10:56:02,31100571,0433,3110057104330005,,9,별 문제점없다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
561,686,R0002025030415179329,2025-03-08 10:51:02,2025-03-08 10:56:02,31100571,0433,3110057104330005,,9,대체로좋았다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
562,688,R0002025030801983718,2025-03-08 10:39:40,2025-03-08 10:56:35,11100184,0109,1732173554372015,,0,외래 교수님 불친절하고 검사 결과도 대충,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
563,691,R2025030500910515,2025-03-08 10:50:09,2025-03-08 10:57:32,11100249,0600,1110024906000003,,10,친절하고 최상의 서비스로 편안하게 진료받을수 있음에 감사드립니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
564,691,R2025030500910515,2025-03-08 10:50:09,2025-03-08 10:57:32,11100249,0600,1110024906000003,,10,1층 휴게실 자리부족으로 보호자와 잠시 대화나눌 공간이 조금 아쉬웠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
565,693,R0002025030733144815,2025-03-08 10:53:17,2025-03-08 10:57:49,35100061,,,,8,응급실 모든분들 고생하시는 모슴 금전적으로 보상 했으면 합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
566,693,R0002025030733144815,2025-03-08 10:53:17,2025-03-08 10:57:49,35100061,,,,8,고생하시는 분 모두 감사합니다 응급실 모두 임금인상을 요구합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
567,695,R0002025030800152808,2025-03-08 10:48:46,2025-03-08 10:58:01,38100509,0433,1715129188177937,,7,간호사 선생님들이 친절했다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
568,696,R729210f14f004e5ca13,2025-03-08 10:56:24,2025-03-08 10:58:25,33100161,,,,10,깨끗했고 친절함에 감동받았어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
569,697,R0002025030800153069,2025-03-08 10:50:24,2025-03-08 10:58:28,38100509,1400,1715129717593045,,10,직원들의친절에감사드립니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
570,697,R0002025030800153069,2025-03-08 10:50:24,2025-03-08 10:58:28,38100509,1400,1715129717593045,,10,화장실에 핸드타올이 준비되면 좋겠어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
572,700,R0002025030800153140,2025-03-08 10:56:59,2025-03-08 10:59:10,38100509,2300,1715128255554574,,9,정해진 예약시간에 진료 볼 수 있으면 좋겠어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
573,700,R0002025030800153140,2025-03-08 10:56:59,2025-03-08 10:59:10,38100509,2300,1715128255554574,,9,대학병원이라 사람이 많은 단점은 있지만 응급시에도 방문 가능하고 믿음이 갑니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
575,705,R0002025030712186546,2025-03-08 11:00:24,2025-03-08 11:01:47,31100571,2400,3110057124000006,,7,대기없음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
576,706,Rccb8342d89ae4320bcc,2025-03-08 10:56:48,2025-03-08 11:01:48,37203011,0100,3720301101000012,,8,홍문기과장님항상 친절하시고 주차요원분들 추운데 감사해요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
577,712,R0002025030733608915,2025-03-08 10:57:02,2025-03-08 11:03:16,35100061,1200,3510006112000002,351000610031,10,안과간호사님들 모두 친절하게 대해 주시어 감사했답니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
579,714,R5813ecc2d24045dc98a,2025-03-08 11:00:48,2025-03-08 11:03:16,21100021,1300,2110002113000002,211000210026,7,입원환자 특히 교통약자의 배려 주차 시간 및 할인 등의 이동권 보장이 좀 더 배려되었으면합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
580,715,R0002025030720078011,2025-03-08 11:01:18,2025-03-08 11:03:16,31100571,2400,3110057124000006,,7,좀 추웠다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
582,716,R0202503070042987187,2025-03-08 11:00:47,2025-03-08 11:03:28,37100092,0600,3710009206000004,,9,가까워서 좋았고 대기시간이 적어서 좋음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
583,717,R75398302573a45abb64,2025-03-08 11:00:37,2025-03-08 11:03:29,21100021,1000,2110002110000001,,9,의사선생님들께서 친절해서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
584,718,R9352302f66a64c4cafa,2025-03-08 11:00:51,2025-03-08 11:03:32,21100021,0105,2110002101050001,,10,담당 교수님 께서 편한하게 대해 주시고 설명을 잘해주셔서 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
585,721,R0002025030724960044,2025-03-08 11:01:22,2025-03-08 11:03:42,21100632,0101,2110063201010002,,10,내시경 대기실 앞 의자가 좀 불편 했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
586,722,R3fe65f9084634abd86a,2025-03-08 11:00:55,2025-03-08 11:03:48,21100021,0600,2110002106000006,,10,교수님직원분들의 친절함이 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
588,730,R3fc7b70ca402407c906,2025-03-08 11:00:36,2025-03-08 11:04:16,21100021,0112,2110002101120012,,9,대기시간중 휴게소가 한곳이어서 불편함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
590,734,R137c4f01e87d4a8e8ba,2025-03-08 11:01:09,2025-03-08 11:04:32,21100021,0104,2110002101040005,,10,7시에서 7시30분으로 접수 시작 시간이 변경된걸 몰라서 당황한 기억이 있네요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
592,737,R0002025030733056388,2025-03-08 10:06:18,2025-03-08 11:05:02,35100061,0425,3510006104250006,351000610002,9,뇌헐관신경과31병동303호담당간호사모두다친절합니다평점을준다면10점을주고십읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
593,737,R0002025030733056388,2025-03-08 10:06:18,2025-03-08 11:05:02,35100061,0425,3510006104250006,351000610002,9,완전쾌유되면퇴윈시키시면촣겠읍니다중간퇴윈말고 보호자는항상걱정입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
594,738,Re04868e1cb5e4d63b04,2025-03-08 11:01:31,2025-03-08 11:05:02,21100021,0102,1715219180812923,,5,의료진부족으로 무조건 취소되고 의료혜택을 못보고있어요 걱정됩니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
595,741,Re380c6d789e04722906,2025-03-08 11:02:55,2025-03-08 11:05:21,21100021,0800,2110002108000006,,9,주차시설이 부족해서 불편해요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
